lucode,code,nlud_simple_class,nlud_simple_subclass,simple_nlud,nlcd,nlcd_lulc,nlcd_colors,tree,tree_canopy_cover,tree_colors,urban_nature,search_radius_m
1465,090311,Extractive/Mining,,90,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1466,090312,Extractive/Mining,,90,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1467,090313,Extractive/Mining,,90,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1468,090410,Extractive/Mining,,90,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1469,090411,Extractive/Mining,,90,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1470,090412,Extractive/Mining,,90,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1471,090413,Extractive/Mining,,90,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1472,090420,Extractive/Mining,,90,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1473,090421,Extractive/Mining,,90,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1474,090422,Extractive/Mining,,90,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1475,090423,Extractive/Mining,,90,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1476,090430,Extractive/Mining,,90,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1477,090431,Extractive/Mining,,90,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
1478,090432,Extractive/Mining,,90,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
1479,090433,Extractive/Mining,,90,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1480,090510,Extractive/Mining,,90,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1481,090511,Extractive/Mining,,90,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1482,090512,Extractive/Mining,,90,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1483,090513,Extractive/Mining,,90,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1484,090520,Extractive/Mining,,90,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1485,090521,Extractive/Mining,,90,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1486,090522,Extractive/Mining,,90,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1487,090523,Extractive/Mining,,90,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1488,090710,Extractive/Mining,,90,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1489,090711,Extractive/Mining,,90,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1490,090712,Extractive/Mining,,90,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1491,090713,Extractive/Mining,,90,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1492,090720,Extractive/Mining,,90,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1493,090721,Extractive/Mining,,90,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1494,090722,Extractive/Mining,,90,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1495,090723,Extractive/Mining,,90,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1496,090730,Extractive/Mining,,90,73,Lichens,#99C147,0,none,#ffffff,0,
1497,090731,Extractive/Mining,,90,73,Lichens,#99C147,1,low,#e5f5e0,0,
1498,090732,Extractive/Mining,,90,73,Lichens,#99C147,2,medium,#a1d99b,0,
1499,090733,Extractive/Mining,,90,73,Lichens,#99C147,3,high,#31a354,1,
1500,090740,Extractive/Mining,,90,74,Moss,#77AD93,0,none,#ffffff,0,
1501,090741,Extractive/Mining,,90,74,Moss,#77AD93,1,low,#e5f5e0,0,
1502,090742,Extractive/Mining,,90,74,Moss,#77AD93,2,medium,#a1d99b,0,
1503,090743,Extractive/Mining,,90,74,Moss,#77AD93,3,high,#31a354,1,
1504,090810,Extractive/Mining,,90,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1505,090811,Extractive/Mining,,90,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1506,090812,Extractive/Mining,,90,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1507,090813,Extractive/Mining,,90,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1508,090820,Extractive/Mining,,90,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1509,090821,Extractive/Mining,,90,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1510,090822,Extractive/Mining,,90,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1511,090823,Extractive/Mining,,90,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1512,090900,Extractive/Mining,,90,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1513,090901,Extractive/Mining,,90,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1514,090902,Extractive/Mining,,90,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1515,090903,Extractive/Mining,,90,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1516,090950,Extractive/Mining,,90,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1517,090951,Extractive/Mining,,90,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1518,090952,Extractive/Mining,,90,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1519,090953,Extractive/Mining,,90,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1520,100110,Timber,,100,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1521,100111,Timber,,100,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1522,100112,Timber,,100,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1523,100113,Timber,,100,11,Open Water,#476BA0,3,high,#31a354,1,2230
1524,100120,Timber,,100,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1525,100121,Timber,,100,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1526,100122,Timber,,100,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1527,100123,Timber,,100,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1528,100210,Timber,,100,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1529,100211,Timber,,100,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1530,100212,Timber,,100,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1531,100213,Timber,,100,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1532,100220,Timber,,100,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1533,100221,Timber,,100,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1534,100222,Timber,,100,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1535,100223,Timber,,100,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1536,100230,Timber,,100,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1537,100231,Timber,,100,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1538,100232,Timber,,100,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1539,100233,Timber,,100,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1540,100240,Timber,,100,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1541,100241,Timber,,100,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1542,100242,Timber,,100,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1543,100243,Timber,,100,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1544,100310,Timber,,100,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
1545,100311,Timber,,100,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1546,100312,Timber,,100,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1547,100313,Timber,,100,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1548,100410,Timber,,100,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1549,100411,Timber,,100,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1550,100412,Timber,,100,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1551,100413,Timber,,100,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1552,100420,Timber,,100,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1553,100421,Timber,,100,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1554,100422,Timber,,100,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1555,100423,Timber,,100,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1556,100430,Timber,,100,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1557,100431,Timber,,100,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
1558,100432,Timber,,100,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
1559,100433,Timber,,100,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1560,100510,Timber,,100,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1561,100511,Timber,,100,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1562,100512,Timber,,100,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1563,100513,Timber,,100,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1564,100520,Timber,,100,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1565,100521,Timber,,100,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1566,100522,Timber,,100,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1567,100523,Timber,,100,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1568,100710,Timber,,100,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1569,100711,Timber,,100,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1570,100712,Timber,,100,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1571,100713,Timber,,100,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1572,100720,Timber,,100,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1573,100721,Timber,,100,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1574,100722,Timber,,100,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1575,100723,Timber,,100,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1576,100730,Timber,,100,73,Lichens,#99C147,0,none,#ffffff,0,
1577,100731,Timber,,100,73,Lichens,#99C147,1,low,#e5f5e0,0,
1578,100732,Timber,,100,73,Lichens,#99C147,2,medium,#a1d99b,0,
1579,100733,Timber,,100,73,Lichens,#99C147,3,high,#31a354,1,
1580,100740,Timber,,100,74,Moss,#77AD93,0,none,#ffffff,0,
1581,100741,Timber,,100,74,Moss,#77AD93,1,low,#e5f5e0,0,
1582,100742,Timber,,100,74,Moss,#77AD93,2,medium,#a1d99b,0,
1583,100743,Timber,,100,74,Moss,#77AD93,3,high,#31a354,1,
1584,100810,Timber,,100,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1585,100811,Timber,,100,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1586,100812,Timber,,100,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1587,100813,Timber,,100,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1588,100820,Timber,,100,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1589,100821,Timber,,100,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1590,100822,Timber,,100,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1591,100823,Timber,,100,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1592,100900,Timber,,100,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1593,100901,Timber,,100,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1594,100902,Timber,,100,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1595,100903,Timber,,100,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1596,100950,Timber,,100,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1597,100951,Timber,,100,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1598,100952,Timber,,100,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1599,100953,Timber,,100,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1600,110110,Barren,,110,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1601,110111,Barren,,110,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1602,110112,Barren,,110,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1603,110113,Barren,,110,11,Open Water,#476BA0,3,high,#31a354,1,2230
1604,110120,Barren,,110,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1605,110121,Barren,,110,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1606,110122,Barren,,110,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1607,110123,Barren,,110,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1608,110210,Barren,,110,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1609,110211,Barren,,110,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1610,110212,Barren,,110,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1611,110213,Barren,,110,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1612,110220,Barren,,110,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1613,110221,Barren,,110,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1614,110222,Barren,,110,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1615,110223,Barren,,110,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1616,110230,Barren,,110,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1617,110231,Barren,,110,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1618,110232,Barren,,110,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1619,110233,Barren,,110,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1620,110240,Barren,,110,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1621,110241,Barren,,110,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1622,110242,Barren,,110,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1623,110243,Barren,,110,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1624,110310,Barren,,110,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
1625,110311,Barren,,110,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1626,110312,Barren,,110,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1627,110313,Barren,,110,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1628,110410,Barren,,110,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1629,110411,Barren,,110,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1630,110412,Barren,,110,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1631,110413,Barren,,110,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1632,110420,Barren,,110,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1633,110421,Barren,,110,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1634,110422,Barren,,110,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1635,110423,Barren,,110,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1636,110430,Barren,,110,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1637,110431,Barren,,110,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
1638,110432,Barren,,110,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
1639,110433,Barren,,110,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1640,110510,Barren,,110,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1641,110511,Barren,,110,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1642,110512,Barren,,110,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1643,110513,Barren,,110,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1644,110520,Barren,,110,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1645,110521,Barren,,110,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1646,110522,Barren,,110,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1647,110523,Barren,,110,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1648,110710,Barren,,110,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1649,110711,Barren,,110,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1650,110712,Barren,,110,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1651,110713,Barren,,110,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1652,110720,Barren,,110,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1653,110721,Barren,,110,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1654,110722,Barren,,110,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1655,110723,Barren,,110,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1656,110730,Barren,,110,73,Lichens,#99C147,0,none,#ffffff,0,
1657,110731,Barren,,110,73,Lichens,#99C147,1,low,#e5f5e0,0,
1658,110732,Barren,,110,73,Lichens,#99C147,2,medium,#a1d99b,0,
1659,110733,Barren,,110,73,Lichens,#99C147,3,high,#31a354,1,
1660,110740,Barren,,110,74,Moss,#77AD93,0,none,#ffffff,0,
1661,110741,Barren,,110,74,Moss,#77AD93,1,low,#e5f5e0,0,
1662,110742,Barren,,110,74,Moss,#77AD93,2,medium,#a1d99b,0,
1663,110743,Barren,,110,74,Moss,#77AD93,3,high,#31a354,1,
1664,110810,Barren,,110,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1665,110811,Barren,,110,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1666,110812,Barren,,110,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1667,110813,Barren,,110,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1668,110820,Barren,,110,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1669,110821,Barren,,110,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1670,110822,Barren,,110,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1671,110823,Barren,,110,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1672,110900,Barren,,110,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1673,110901,Barren,,110,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1674,110902,Barren,,110,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1675,110903,Barren,,110,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1676,110950,Barren,,110,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1677,110951,Barren,,110,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1678,110952,Barren,,110,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1679,110953,Barren,,110,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1680,120110,Undifferentiated park,,120,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1681,120111,Undifferentiated park,,120,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1682,120112,Undifferentiated park,,120,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1683,120113,Undifferentiated park,,120,11,Open Water,#476BA0,3,high,#31a354,1,2230
1684,120120,Undifferentiated park,,120,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1685,120121,Undifferentiated park,,120,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1686,120122,Undifferentiated park,,120,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1687,120123,Undifferentiated park,,120,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1688,120210,Undifferentiated park,,120,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1689,120211,Undifferentiated park,,120,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1690,120212,Undifferentiated park,,120,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1691,120213,Undifferentiated park,,120,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1692,120220,Undifferentiated park,,120,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1693,120221,Undifferentiated park,,120,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1694,120222,Undifferentiated park,,120,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1695,120223,Undifferentiated park,,120,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1696,120230,Undifferentiated park,,120,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1697,120231,Undifferentiated park,,120,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1698,120232,Undifferentiated park,,120,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1699,120233,Undifferentiated park,,120,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1700,120240,Undifferentiated park,,120,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1701,120241,Undifferentiated park,,120,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1702,120242,Undifferentiated park,,120,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1703,120243,Undifferentiated park,,120,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1704,120310,Undifferentiated park,,120,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
1705,120311,Undifferentiated park,,120,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1706,120312,Undifferentiated park,,120,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1707,120313,Undifferentiated park,,120,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1708,120410,Undifferentiated park,,120,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1709,120411,Undifferentiated park,,120,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1710,120412,Undifferentiated park,,120,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1711,120413,Undifferentiated park,,120,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1712,120420,Undifferentiated park,,120,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1713,120421,Undifferentiated park,,120,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1714,120422,Undifferentiated park,,120,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1715,120423,Undifferentiated park,,120,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1716,120430,Undifferentiated park,,120,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1717,120431,Undifferentiated park,,120,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
1718,120432,Undifferentiated park,,120,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
1719,120433,Undifferentiated park,,120,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1720,120510,Undifferentiated park,,120,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1721,120511,Undifferentiated park,,120,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1722,120512,Undifferentiated park,,120,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1723,120513,Undifferentiated park,,120,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1724,120520,Undifferentiated park,,120,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1725,120521,Undifferentiated park,,120,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1726,120522,Undifferentiated park,,120,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1727,120523,Undifferentiated park,,120,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1728,120710,Undifferentiated park,,120,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1729,120711,Undifferentiated park,,120,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1730,120712,Undifferentiated park,,120,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1731,120713,Undifferentiated park,,120,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1732,120720,Undifferentiated park,,120,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1733,120721,Undifferentiated park,,120,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1734,120722,Undifferentiated park,,120,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1735,120723,Undifferentiated park,,120,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1736,120730,Undifferentiated park,,120,73,Lichens,#99C147,0,none,#ffffff,0,
1737,120731,Undifferentiated park,,120,73,Lichens,#99C147,1,low,#e5f5e0,0,
1738,120732,Undifferentiated park,,120,73,Lichens,#99C147,2,medium,#a1d99b,0,
1739,120733,Undifferentiated park,,120,73,Lichens,#99C147,3,high,#31a354,1,
1740,120740,Undifferentiated park,,120,74,Moss,#77AD93,0,none,#ffffff,0,
1741,120741,Undifferentiated park,,120,74,Moss,#77AD93,1,low,#e5f5e0,0,
1742,120742,Undifferentiated park,,120,74,Moss,#77AD93,2,medium,#a1d99b,0,
1743,120743,Undifferentiated park,,120,74,Moss,#77AD93,3,high,#31a354,1,
